codeindyr,code,countryname,year,indicator,estimate,stddev,nsource,pctrank,pctranklower,pctrankupper
SLVcc1996,SLV,El Salvador,1996,cc,-0.8652775287628174,0.24490652978420258,5,21.5053768157959,5.913978576660156,38.709678649902344
GNQcc1996,GNQ,Equatorial Guinea,1996,cc,-1.2643693685531616,0.27561381459236145,3,6.451612949371338,0,25.268817901611328
ERIcc1996,ERI,Eritrea,1996,cc,0.5056852698326111,0.34050697088241577,2,72.04301452636719,54.30107498168945,81.18279266357422
ESTcc1996,EST,Estonia,1996,cc,0.44922298192977905,0.27561381459236145,3,69.89247131347656,57.52688217163086,80.6451644897461
SWZcc1996,SWZ,Eswatini,1996,cc,0.03731408715248108,0.34050697088241577,2,58.602149963378906,35.48387145996094,73.11827850341797
ETHcc1996,ETH,Ethiopia,1996,cc,-0.9305459856987,0.26207658648490906,4,18.817203521728516,3.225806474685669,36.559139251708984
FJIcc1996,FJI,Fiji,1996,cc,0.6593025922775269,0.34050697088241577,2,73.65591430664062,59.67741775512695,84.40859985351562
FINcc1996,FIN,Finland,1996,cc,2.2068724632263184,0.21032509207725525,6,99.46236419677734,93.01074981689453,100
FRAcc1996,FRA,France,1996,cc,1.2474092245101929,0.21032509207725525,6,84.94623565673828,80.6451644897461,91.3978500366211
GUFcc1996,GUF,French Guiana,1996,cc,0.869897186756134,0.480888694524765,1,80.10752868652344,59.13978576660156,91.3978500366211
GABcc1996,GAB,Gabon,1996,cc,-1.102376937866211,0.26207658648490906,4,13.978494644165039,0.5376344323158264,30.645160675048828
GMBcc1996,GMB,"Gambia, The",1996,cc,-0.3741952180862427,0.3159140348434448,3,43.54838562011719,19.354839324951172,60.752689361572266
GEOcc1996,GEO,Georgia,1996,cc,-1.52726411819458,0.34050697088241577,2,1.0752688646316528,0,17.74193572998047
DEUcc1996,DEU,Germany,1996,cc,1.9052168130874634,0.21032509207725525,6,94.08602142333984,90.86021423339844,100
GHAcc1996,GHA,Ghana,1996,cc,-0.3399495482444763,0.26207658648490906,4,46.2365608215332,25.80645179748535,59.67741775512695
GRCcc1996,GRC,Greece,1996,cc,0.33865419030189514,0.21032509207725525,6,64.51612854003906,56.9892463684082,74.73118591308594
GRLcc1996,GRL,Greenland,1996,cc,..,..,..,..,..,..
GRDcc1996,GRD,Grenada,1996,cc,0.869897186756134,0.480888694524765,1,80.10752868652344,59.13978576660156,91.3978500366211
GUMcc1996,GUM,Guam,1996,cc,..,..,..,..,..,..
GTMcc1996,GTM,Guatemala,1996,cc,-0.85694420337677,0.24490652978420258,5,23.655914306640625,6.451612949371338,38.709678649902344
GINcc1996,GIN,Guinea,1996,cc,-0.9399415254592896,0.3159140348434448,3,18.279569625854492,2.1505377292633057,41.397850036621094
GNBcc1996,GNB,Guinea-Bissau,1996,cc,-1.1946548223495483,0.3159140348434448,3,8.064516067504883,0,30.645160675048828
GUYcc1996,GUY,Guyana,1996,cc,-0.14064201712608337,0.3159140348434448,3,52.68817138671875,31.182796478271484,65.05376434326172
HTIcc1996,HTI,Haiti,1996,cc,-1.1732771396636963,0.3159140348434448,3,9.139784812927246,0,31.182796478271484
HNDcc1996,HND,Honduras,1996,cc,-1.0788109302520752,0.24490652978420258,5,14.516129493713379,2.1505377292633057,30.645160675048828
HKGcc1996,HKG,"Hong Kong SAR, China",1996,cc,1.4448941946029663,0.2049514353275299,6,89.78494262695312,81.18279266357422,93.01074981689453
HUNcc1996,HUN,Hungary,1996,cc,0.6669082045555115,0.21032509207725525,6,74.19355010986328,63.440860748291016,81.18279266357422
ISLcc1996,ISL,Iceland,1996,cc,1.7331100702285767,0.23527024686336517,5,93.01074981689453,87.63440704345703,97.8494644165039
INDcc1996,IND,India,1996,cc,-0.38109034299850464,0.1886216253042221,7,43.0107536315918,29.56989288330078,53.7634391784668
IDNcc1996,IDN,Indonesia,1996,cc,-0.864106297492981,0.1886216253042221,7,22.043010711669922,8.602150917053223,34.40860366821289
IRNcc1996,IRN,"Iran, Islamic Rep.",1996,cc,-0.4806067645549774,0.26207658648490906,4,37.63440704345703,18.817203521728516,54.30107498168945
IRQcc1996,IRQ,Iraq,1996,cc,-1.60218346118927,0.26207658648490906,4,0.5376344323158264,0,9.139784812927246
IRLcc1996,IRL,Ireland,1996,cc,1.7089080810546875,0.21032509207725525,6,91.93548583984375,88.70967864990234,96.23655700683594
ISRcc1996,ISR,Israel,1996,cc,1.354007601737976,0.21032509207725525,6,88.17204284667969,81.18279266357422,91.3978500366211
ITAcc1996,ITA,Italy,1996,cc,0.4078475832939148,0.21032509207725525,6,67.20429992675781,59.13978576660156,76.34408569335938
JAMcc1996,JAM,Jamaica,1996,cc,0.1870613694190979,0.26207658648490906,4,61.82795715332031,49.462364196777344,73.11827850341797
JPNcc1996,JPN,Japan,1996,cc,1.1923118829727173,0.1886216253042221,7,84.40859985351562,80.10752868652344,90.32257843017578
JEYcc1996,JEY,"Jersey, Channel Islands",1996,cc,..,..,..,..,..,..
JORcc1996,JOR,Jordan,1996,cc,-0.03540749102830887,0.24490652978420258,5,55.3763427734375,39.78494644165039,65.05376434326172
KAZcc1996,KAZ,Kazakhstan,1996,cc,-1.1328203678131104,0.27561381459236145,3,12.365591049194336,0.5376344323158264,30.107526779174805
KENcc1996,KEN,Kenya,1996,cc,-1.1588494777679443,0.26207658648490906,4,10.75268840789795,0.5376344323158264,27.419355392456055
KIRcc1996,KIR,Kiribati,1996,cc,..,..,..,..,..,..
PRKcc1996,PRK,"Korea, Dem. Rep.",1996,cc,-1.284346580505371,0.3159140348434448,3,4.838709831237793,0,25.80645179748535
KORcc1996,KOR,"Korea, Rep.",1996,cc,0.38219743967056274,0.1886216253042221,7,65.59140014648438,59.13978576660156,74.73118591308594
KSVcc1996,KSV,Kosovo,1996,cc,..,..,..,..,..,..
KWTcc1996,KWT,Kuwait,1996,cc,0.47868219017982483,0.26207658648490906,4,70.43010711669922,59.13978576660156,80.6451644897461
KGZcc1996,KGZ,Kyrgyz Republic,1996,cc,-0.9939234256744385,0.34050697088241577,2,17.204301834106445,0.5376344323158264,39.78494644165039
LAOcc1996,LAO,Lao PDR,1996,cc,-0.7228339314460754,0.34050697088241577,2,28.4946231842041,4.838709831237793,50.537635803222656
LVAcc1996,LVA,Latvia,1996,cc,-0.20333875715732574,0.27561381459236145,3,50,31.182796478271484,62.90322494506836
LBNcc1996,LBN,Lebanon,1996,cc,-0.659695029258728,0.26207658648490906,4,31.182796478271484,13.978494644165039,49.462364196777344
LSOcc1996,LSO,Lesotho,1996,cc,0.0865449383854866,0.34050697088241577,2,59.67741775512695,38.709678649902344,73.11827850341797
LBRcc1996,LBR,Liberia,1996,cc,-1.5001411437988281,0.3159140348434448,3,2.1505377292633057,0,17.204301834106445
LBYcc1996,LBY,Libya,1996,cc,-0.8719370365142822,0.26207658648490906,4,20.43010711669922,3.7634408473968506,39.247310638427734
LIEcc1996,LIE,Liechtenstein,1996,cc,1.3181432485580444,0.480888694524765,1,87.09677124023438,72.04301452636719,96.7741928100586
LTUcc1996,LTU,Lithuania,1996,cc,0.42100268602371216,0.27561381459236145,3,68.27957153320312,55.3763427734375,80.10752868652344
LUXcc1996,LUX,Luxembourg,1996,cc,1.9513745307922363,0.26952674984931946,4,94.6236572265625,90.32257843017578,100
MACcc1996,MAC,"Macao SAR, China",1996,cc,0.4216510057449341,0.480888694524765,1,69.3548355102539,44.086021423339844,84.40859985351562
MDGcc1996,MDG,Madagascar,1996,cc,-0.37109389901161194,0.3159140348434448,3,44.086021423339844,19.354839324951172,60.752689361572266
MWIcc1996,MWI,Malawi,1996,cc,-0.3160631060600281,0.26207658648490906,4,47.31182861328125,26.344085693359375,60.752689361572266
MYScc1996,MYS,Malaysia,1996,cc,0.38306453824043274,0.1886216253042221,7,66.12903594970703,59.13978576660156,74.73118591308594
MDVcc1996,MDV,Maldives,1996,cc,-0.32294055819511414,0.34050697088241577,2,46.774192810058594,19.354839324951172,62.90322494506836
MLIcc1996,MLI,Mali,1996,cc,-0.7825617790222168,0.3159140348434448,3,25.80645179748535,3.7634408473968506,48.92473220825195
MLTcc1996,MLT,Malta,1996,cc,0.4789949953556061,0.41814500093460083,2,71.50537872314453,49.462364196777344,83.87096405029297
MHLcc1996,MHL,Marshall Islands,1996,cc,..,..,..,..,..,..
MTQcc1996,MTQ,Martinique,1996,cc,0.869897186756134,0.480888694524765,1,80.10752868652344,59.13978576660156,91.3978500366211
MRTcc1996,MRT,Mauritania,1996,cc,-0.5556941628456116,0.34050697088241577,2,34.40860366821289,12.903225898742676,57.52688217163086
MUScc1996,MUS,Mauritius,1996,cc,0.03466213122010231,0.32079875469207764,2,58.064517974853516,36.559139251708984,72.58064270019531
MEXcc1996,MEX,Mexico,1996,cc,-0.5124286413192749,0.21032509207725525,6,36.021507263183594,23.1182804107666,50.537635803222656
FSMcc1996,FSM,"Micronesia, Fed. Sts.",1996,cc,..,..,..,..,..,..
MDAcc1996,MDA,Moldova,1996,cc,-0.43742650747299194,0.27561381459236145,3,39.78494644165039,19.354839324951172,57.52688217163086
MCOcc1996,MCO,Monaco,1996,cc,..,..,..,..,..,..
MNGcc1996,MNG,Mongolia,1996,cc,0.11175847798585892,0.3159140348434448,3,60.752689361572266,41.397850036621094,73.11827850341797
MNEcc1996,MNE,Montenegro,1996,cc,..,..,..,..,..,..
MARcc1996,MAR,Morocco,1996,cc,-0.10692699253559113,0.26207658648490906,4,53.225807189941406,34.94623565673828,63.440860748291016
MOZcc1996,MOZ,Mozambique,1996,cc,-0.42400312423706055,0.26207658648490906,4,40.86021423339844,23.655914306640625,57.52688217163086
MMRcc1996,MMR,Myanmar,1996,cc,-1.5007667541503906,0.26207658648490906,4,1.6129032373428345,0,14.516129493713379
NAMcc1996,NAM,Namibia,1996,cc,0.8087732791900635,0.26207658648490906,4,76.88172149658203,65.05376434326172,84.40859985351562
NRUcc1996,NRU,Nauru,1996,cc,..,..,..,..,..,..
NPLcc1996,NPL,Nepal,1996,cc,-0.6392086744308472,0.34050697088241577,2,31.720430374145508,7.526881694793701,53.7634391784668
NLDcc1996,NLD,Netherlands,1996,cc,2.081897735595703,0.21032509207725525,6,96.7741928100586,93.01074981689453,100
ANTcc1996,ANT,Netherlands Antilles (former),1996,cc,..,..,..,..,..,..
NZLcc1996,NZL,New Zealand,1996,cc,2.110245704650879,0.21032509207725525,6,97.8494644165039,93.01074981689453,100
NICcc1996,NIC,Nicaragua,1996,cc,-0.5645443797111511,0.24490652978420258,5,33.870967864990234,17.74193572998047,51.07526779174805
NERcc1996,NER,Niger,1996,cc,-0.8655900955200195,0.3159140348434448,3,20.967741012573242,2.6881721019744873,45.69892501831055
NGAcc1996,NGA,Nigeria,1996,cc,-1.1890085935592651,0.26207658648490906,4,8.602150917053223,0,25.80645179748535
NIUcc1996,NIU,Niue,1996,cc,..,..,..,..,..,..
MKDcc1996,MKD,North Macedonia,1996,cc,-0.6138461828231812,0.27561381459236145,3,32.25806427001953,14.516129493713379,51.07526779174805
NORcc1996,NOR,Norway,1996,cc,2.1389548778533936,0.21032509207725525,6,98.38710021972656,93.01074981689453,100
OMNcc1996,OMN,Oman,1996,cc,0.4146421551704407,0.26207658648490906,4,67.74193572998047,56.9892463684082,77.41935729980469
PAKcc1996,PAK,Pakistan,1996,cc,-1.220030426979065,0.26207658648490906,4,7.526881694793701,0,25.268817901611328
PLWcc1996,PLW,Palau,1996,cc,..,..,..,..,..,..
PANcc1996,PAN,Panama,1996,cc,-0.20110565423965454,0.26207658648490906,4,50.537635803222656,31.720430374145508,62.90322494506836
PNGcc1996,PNG,Papua New Guinea,1996,cc,-0.43346723914146423,0.26207658648490906,4,40.32258224487305,22.043010711669922,57.52688217163086
PRYcc1996,PRY,Paraguay,1996,cc,-1.1660146713256836,0.26207658648490906,4,10.21505355834961,0.5376344323158264,27.419355392456055
PERcc1996,PER,Peru,1996,cc,-0.3988855481147766,0.24490652978420258,5,41.935482025146484,25.268817901611328,57.52688217163086
PHLcc1996,PHL,Philippines,1996,cc,-0.35887184739112854,0.1886216253042221,7,45.69892501831055,30.645160675048828,54.30107498168945
POLcc1996,POL,Poland,1996,cc,0.7079138159751892,0.21032509207725525,6,75.80644989013672,65.05376434326172,81.18279266357422
PRTcc1996,PRT,Portugal,1996,cc,1.3715448379516602,0.21032509207725525,6,89.247314453125,81.18279266357422,91.93548583984375
PRIcc1996,PRI,Puerto Rico,1996,cc,0.4216510057449341,0.480888694524765,1,69.3548355102539,44.086021423339844,84.40859985351562
QATcc1996,QAT,Qatar,1996,cc,-0.045595765113830566,0.26207658648490906,4,54.83871078491211,37.63440704345703,66.12903594970703
ROMcc1996,ROM,Romania,1996,cc,-0.4460426867008209,0.26207658648490906,4,39.247310638427734,19.892473220825195,56.9892463684082
RUScc1996,RUS,Russian Federation,1996,cc,-1.0533416271209717,0.21032509207725525,6,15.053763389587402,2.6881721019744873,29.032258987426758
RWAcc1996,RWA,Rwanda,1996,cc,-0.7451399564743042,0.34050697088241577,2,26.8817195892334,3.7634408473968506,50.537635803222656
REUcc1996,REU,Réunion,1996,cc,..,..,..,..,..,..
WSMcc1996,WSM,Samoa,1996,cc,-0.026595130562782288,0.480888694524765,1,56.45161437988281,25.268817901611328,76.34408569335938
SMRcc1996,SMR,San Marino,1996,cc,..,..,..,..,..,..
SAUcc1996,SAU,Saudi Arabia,1996,cc,-0.16330333054065704,0.26207658648490906,4,51.07526779174805,32.25806427001953,62.90322494506836
SENcc1996,SEN,Senegal,1996,cc,-0.1427146941423416,0.26207658648490906,4,52.15053939819336,32.79570007324219,62.90322494506836
SRBcc1996,SRB,Serbia,1996,cc,-1.1400715112686157,0.26207658648490906,4,11.827957153320312,0.5376344323158264,29.032258987426758
SYCcc1996,SYC,Seychelles,1996,cc,0.5459515452384949,0.34050697088241577,2,72.58064270019531,56.9892463684082,81.18279266357422
SLEcc1996,SLE,Sierra Leone,1996,cc,-0.7564743757247925,0.3159140348434448,3,26.344085693359375,4.838709831237793,49.462364196777344
SGPcc1996,SGP,Singapore,1996,cc,2.107433795928955,0.1886216253042221,7,97.31182861328125,93.01074981689453,100
SVKcc1996,SVK,Slovak Republic,1996,cc,0.21805427968502045,0.24490652978420258,5,62.90322494506836,50.537635803222656,73.11827850341797
SVNcc1996,SVN,Slovenia,1996,cc,1.1141878366470337,0.27561381459236145,3,81.72042846679688,73.65591430664062,90.86021423339844
SLBcc1996,SLB,Solomon Islands,1996,cc,0.3407820761203766,0.43947985768318176,1,65.05376434326172,43.0107536315918,81.18279266357422
SOMcc1996,SOM,Somalia,1996,cc,-1.273832082748413,0.3159140348434448,3,5.376344203948975,0,26.344085693359375
ZAFcc1996,ZAF,South Africa,1996,cc,0.7329273819923401,0.21032509207725525,6,76.34408569335938,66.12903594970703,81.18279266357422
SSDcc1996,SSD,South Sudan,1996,cc,..,..,..,..,..,..
ESPcc1996,ESP,Spain,1996,cc,1.129211187362671,0.21032509207725525,6,82.79570007324219,76.34408569335938,90.32257843017578
LKAcc1996,LKA,Sri Lanka,1996,cc,-0.05653933063149452,0.26207658648490906,4,54.30107498168945,37.09677505493164,65.05376434326172
KNAcc1996,KNA,St. Kitts and Nevis,1996,cc,..,..,..,..,..,..
LCAcc1996,LCA,St. Lucia,1996,cc,..,..,..,..,..,..
VCTcc1996,VCT,St. Vincent and the Grenadines,1996,cc,..,..,..,..,..,..
SDNcc1996,SDN,Sudan,1996,cc,-1.240006446838379,0.26207658648490906,4,6.9892473220825195,0,25.268817901611328
SURcc1996,SUR,Suriname,1996,cc,0.1856471449136734,0.3159140348434448,3,61.290321350097656,46.2365608215332,75.26881408691406
SWEcc1996,SWE,Sweden,1996,cc,2.1739861965179443,0.21032509207725525,6,98.92472839355469,93.01074981689453,100
CHEcc1996,CHE,Switzerland,1996,cc,1.9869757890701294,0.21032509207725525,6,95.69892120361328,91.3978500366211,100
SYRcc1996,SYR,Syrian Arab Republic,1996,cc,-0.881176233291626,0.26207658648490906,4,19.892473220825195,3.7634408473968506,38.709678649902344
STPcc1996,STP,São Tomé and Principe,1996,cc,0.40166717767715454,0.34050697088241577,2,66.66666412353516,51.07526779174805,81.18279266357422
TWNcc1996,TWN,"Taiwan, China",1996,cc,0.5808210372924805,0.1886216253042221,7,73.11827850341797,62.90322494506836,80.10752868652344
TJKcc1996,TJK,Tajikistan,1996,cc,-1.2730326652526855,0.34050697088241577,2,5.913978576660156,0,29.032258987426758
TZAcc1996,TZA,Tanzania,1996,cc,-0.7027624249458313,0.26207658648490906,4,29.56989288330078,12.365591049194336,47.84946060180664
THAcc1996,THA,Thailand,1996,cc,-0.3611920475959778,0.1886216253042221,7,45.16128921508789,30.645160675048828,54.30107498168945
TMPcc1996,TMP,Timor-Leste,1996,cc,..,..,..,..,..,..
TGOcc1996,TGO,Togo,1996,cc,-0.8426207900047302,0.3159140348434448,3,24.19354820251465,3.225806474685669,46.2365608215332
TONcc1996,TON,Tonga,1996,cc,..,..,..,..,..,..
TTOcc1996,TTO,Trinidad and Tobago,1996,cc,0.901226282119751,0.26207658648490906,4,80.6451644897461,69.89247131347656,87.09677124023438
TUNcc1996,TUN,Tunisia,1996,cc,-0.5336781144142151,0.26207658648490906,4,35.48387145996094,17.74193572998047,53.225807189941406
TKMcc1996,TKM,Turkmenistan,1996,cc,-1.0214934349060059,0.34050697088241577,2,15.591398239135742,0.5376344323158264,38.709678649902344
TUVcc1996,TUV,Tuvalu,1996,cc,..,..,..,..,..,..
TURcc1996,TUR,Türkiye,1996,cc,-0.14807352423667908,0.21032509207725525,6,51.6129035949707,36.559139251708984,61.82795715332031
UGAcc1996,UGA,Uganda,1996,cc,-0.7237570881843567,0.26207658648490906,4,27.956989288330078,10.75268840789795,47.31182861328125
UKRcc1996,UKR,Ukraine,1996,cc,-1.1101369857788086,0.25584444403648376,4,13.4408597946167,0.5376344323158264,29.56989288330078
AREcc1996,ARE,United Arab Emirates,1996,cc,-0.005579059012234211,0.31221237778663635,3,57.52688217163086,35.48387145996094,72.04301452636719
GBRcc1996,GBR,United Kingdom,1996,cc,1.9805189371109009,0.21032509207725525,6,95.16129302978516,91.3978500366211,100
USAcc1996,USA,United States,1996,cc,1.571041226387024,0.21032509207725525,6,91.3978500366211,84.40859985351562,94.08602142333984
URYcc1996,URY,Uruguay,1996,cc,1.124996304512024,0.26207658648490906,4,82.25806427001953,74.73118591308594,90.86021423339844
UZBcc1996,UZB,Uzbekistan,1996,cc,-1.1288206577301025,0.32079875469207764,2,12.903225898742676,0,32.25806427001953
VUTcc1996,VUT,Vanuatu,1996,cc,0.21630944311618805,0.43947985768318176,1,62.36559295654297,36.559139251708984,80.6451644897461
VENcc1996,VEN,"Venezuela, RB",1996,cc,-0.8629471063613892,0.21032509207725525,6,22.580644607543945,7.526881694793701,35.48387145996094
VNMcc1996,VNM,Viet Nam,1996,cc,-0.4897989332675934,0.21236297488212585,6,37.09677505493164,24.731182098388672,52.15053939819336
VIRcc1996,VIR,Virgin Islands (U.S.),1996,cc,..,..,..,..,..,..
WBGcc1996,WBG,West Bank and Gaza,1996,cc,0.04149150848388672,0.34050697088241577,2,59.13978576660156,35.48387145996094,73.11827850341797
YEMcc1996,YEM,"Yemen, Rep.",1996,cc,-0.743732213973999,0.26207658648490906,4,27.419355392456055,8.602150917053223,47.31182861328125
ZMBcc1996,ZMB,Zambia,1996,cc,-0.840640664100647,0.26207658648490906,4,24.731182098388672,5.913978576660156,41.397850036621094
ZWEcc1996,ZWE,Zimbabwe,1996,cc,-0.2788471579551697,0.24490652978420258,5,47.84946060180664,30.645160675048828,60.752689361572266
AFGge1996,AFG,Afghanistan,1996,ge,-2.175166606903076,0.18761755526065826,1,0,0,1.6393442153930664
ALBge1996,ALB,Albania,1996,ge,-0.6885879039764404,0.18166141211986542,2,25.683059692382812,15.846994400024414,38.251365661621094
DZAge1996,DZA,Algeria,1996,ge,-1.0887664556503296,0.1739037185907364,3,13.114753723144531,6.010929107666016,21.85792350769043
ASMge1996,ASM,American Samoa,1996,ge,..,..,..,..,..,..
ADOge1996,ADO,Andorra,1996,ge,1.4140377044677734,0.18761755526065826,1,88.52458953857422,83.60655975341797,91.25682830810547
